[GIN] 2022/11/18 - 11:24:33 | 200 |     626.609µs |       127.0.0.1 | GET      "/user/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:24:33 | 200 |     601.261µs |       127.0.0.1 | GET      "/user/df305835-626c-428d-b712-c9375268c0a5/posts"
[GIN] 2022/11/18 - 11:24:33 | 200 |     197.668µs |       127.0.0.1 | GET      "/user/blocked-users"
[GIN] 2022/11/18 - 11:28:45 | 200 |   50.207216ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 11:28:45 | 200 |    1.667366ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:28:45 | 200 |    1.559109ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:28:46 | 200 |     539.989µs |       127.0.0.1 | GET      "/friendshipRequests"
[GIN] 2022/11/18 - 11:28:46 | 200 |     295.209µs |       127.0.0.1 | GET      "/friendshipRequests"
[GIN] 2022/11/18 - 11:28:47 | 200 |  1.024320384s |       127.0.0.1 | GET      "/notifications"
[GIN] 2022/11/18 - 11:28:47 | 200 |   1.01928117s |       127.0.0.1 | GET      "/notifications"
[GIN] 2022/11/18 - 11:28:49 | 200 |     728.191µs |       127.0.0.1 | GET      "/post/a63b8cc0-a5c8-4e31-a602-48e6337f19c7"
[GIN] 2022/11/18 - 11:28:49 | 200 |     499.279µs |       127.0.0.1 | GET      "/post/a63b8cc0-a5c8-4e31-a602-48e6337f19c7"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m50s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m50s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m50s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m50s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:07 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m50s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m55s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m55s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m55s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m50s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:09 | 200 |        26m55s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:10 | 200 |        20m25s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:49:10 | 200 |        20m25s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:56:22 | 200 |   52.510442ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 11:56:22 | 200 |    1.686145ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:56:22 | 200 |     1.88851ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 12:16:43 | 200 |        20m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 12:16:43 | 200 |        20m20s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
